CustomerID,recency,frequency,monetary_value,r,f,m,rfm_score,segment
12347,1,182,4309.959999999998,5,5,5,555,Champions
14713,8,340,2659.579999999999,5,5,5,555,Champions
12583,2,251,7186.980000000002,5,5,5,555,Champions
15701,1,230,1528.7700000000007,5,5,4,554,Champions
14730,0,462,1896.3300000000058,5,5,4,554,Champions
16800,10,156,1162.6499999999908,5,5,4,554,Champions
14446,0,277,1009.4700000000004,5,5,4,554,Champions
14723,9,259,1122.199999999999,5,5,4,554,Champions
14704,10,393,1493.6500000000012,5,5,4,554,Champions
16794,0,280,1174.4800000000012,5,5,4,554,Champions
17673,0,219,1587.9500000000012,5,5,4,554,Champions
15024,9,152,1636.1500000000008,5,5,4,554,Champions
14719,1,236,1571.4099999999999,5,5,4,554,Champions
18122,7,357,1792.6700000000012,5,5,4,554,Champions
16775,9,157,1691.440000000002,5,5,4,554,Champions
15157,3,133,1869.1000000000008,5,5,4,554,Champions
16813,7,426,1651.9400000000003,5,5,4,554,Champions
16910,3,545,1507.6400000000015,5,5,4,554,Champions
17019,10,228,1257.960000000001,5,5,4,554,Champions
14583,5,302,986.3900000000006,5,5,4,554,Champions
17097,1,213,937.1199999999794,5,5,4,554,Champions
16987,2,128,1616.8000000000009,5,5,4,554,Champions
12423,0,126,1848.2300000000007,5,5,4,554,Champions
12877,3,154,1534.810000000001,5,5,4,554,Champions
16938,8,236,1878.3500000000001,5,5,4,554,Champions
17590,1,196,1467.94,5,5,4,554,Champions
14629,3,151,935.1600000000004,5,5,4,554,Champions
17218,3,271,1951.6400000000003,5,5,4,554,Champions
14649,4,186,1401.8700000000006,5,5,4,554,Champions
14698,1,200,1216.8799999999915,5,5,4,554,Champions
16899,7,123,1270.8999999999999,5,5,4,554,Champions
17288,8,140,1416.9900000000016,5,5,4,554,Champions
17293,7,132,1853.6600000000005,5,5,4,554,Champions
14653,0,234,1925.8099999999993,5,5,4,554,Champions
13521,0,418,1070.7800000000007,5,5,4,554,Champions
15453,1,279,1371.6000000000013,5,5,4,554,Champions
14963,9,192,1472.020000000001,5,5,4,554,Champions
17629,5,124,1783.960000000001,5,5,4,554,Champions
15531,7,219,1972.3099999999988,5,5,4,554,Champions
15444,8,214,1411.1699999999905,5,5,4,554,Champions
14428,6,141,1209.13,5,5,4,554,Champions
16744,10,236,1291.759999999999,5,5,4,554,Champions
13924,1,137,1682.0000000000005,5,5,4,554,Champions
14083,3,177,1002.3000000000002,5,5,4,554,Champions
15910,0,266,1227.87999999999,5,5,4,554,Champions
16271,2,131,1398.6899999999998,5,5,4,554,Champions
17827,4,215,1986.980000000001,5,5,4,554,Champions
16474,6,345,1750.1500000000017,5,5,4,554,Champions
14321,10,123,1529.99,5,5,4,554,Champions
17750,4,184,1706.7700000000016,5,5,4,554,Champions
16200,3,172,1068.749999999999,5,5,4,554,Champions
16283,5,168,1530.9499999999991,5,5,4,554,Champions
16376,8,125,965.3099999999899,5,5,4,554,Champions
13956,4,147,1019.0900000000003,5,5,4,554,Champions
14071,3,332,1305.1200000000024,5,5,4,554,Champions
16426,1,353,1862.3600000000008,5,5,4,554,Champions
14178,8,318,1599.6700000000008,5,5,4,554,Champions
16016,2,226,1439.820000000001,5,5,4,554,Champions
15021,8,451,1828.5900000000038,5,5,4,554,Champions
16115,9,279,1660.8000000000022,5,5,4,554,Champions
12584,3,126,1893.9500000000105,5,5,4,554,Champions
14418,3,124,1936.7900000000006,5,5,4,554,Champions
14419,10,202,1051.39,5,5,4,554,Champions
17870,1,271,1858.970000000002,5,5,4,554,Champions
13838,5,165,674.5899999999997,5,5,3,553,Loyal Accounts
17114,5,131,739.5599999999996,5,5,3,553,Loyal Accounts
13212,8,142,779.2899999999801,5,5,3,553,Loyal Accounts
13596,5,146,663.7499999999999,5,5,3,553,Loyal Accounts
16891,1,186,742.11,5,5,3,553,Loyal Accounts
16442,1,171,608.4699999999998,5,5,3,553,Loyal Accounts
16438,5,132,798.309999999978,5,5,3,553,Loyal Accounts
16015,3,183,689.6999999999997,5,5,3,553,Loyal Accounts
15862,7,147,832.6800000000001,5,5,3,553,Loyal Accounts
17883,2,142,664.2199999999997,5,5,3,553,Loyal Accounts
15525,1,158,718.7099999999998,5,5,3,553,Loyal Accounts
13736,4,193,721.8199999999994,5,5,3,553,Loyal Accounts
16657,9,192,873.7899999999995,5,5,3,553,Loyal Accounts
13558,5,169,593.8099999999995,5,5,3,553,Loyal Accounts
15907,3,226,881.6999999999996,5,5,3,553,Loyal Accounts
17566,7,142,869.13,5,5,3,553,Loyal Accounts
15877,1,128,437.6700000000001,5,5,2,552,Low Spenders
12970,6,129,404.95,5,5,2,552,Low Spenders
12670,9,94,2986.1499999999996,5,4,5,545,Champions
17173,4,87,3755.649999999999,5,4,5,545,Champions
18219,2,115,2019.7300000000002,5,4,5,545,Champions
14560,6,76,2174.180000000001,5,4,5,545,Champions
14258,8,112,12650.08,5,4,5,545,Champions
17086,6,96,2049.7599999999993,5,4,5,545,Champions
15903,9,75,5123.900000000001,5,4,5,545,Champions
13305,3,81,2000.8599999999992,5,4,5,545,Champions
14251,1,78,2878.7400000000002,5,4,5,545,Champions
13297,7,59,2089.85,5,4,5,545,Champions
15394,9,85,2183.5399999999995,5,4,5,545,Champions
15123,6,106,2199.1099999999988,5,4,5,545,Champions
14739,1,61,3898.9400000000005,5,4,5,545,Champions
13658,9,112,2421.4700000000025,5,4,5,545,Champions
17183,7,76,3286.7299999999996,5,4,5,545,Champions
12560,4,111,2101.15,5,4,5,545,Champions
17402,4,59,2633.8499999999995,5,4,5,545,Champions
14188,8,71,2018.91,5,4,5,545,Champions
17381,8,110,20272.42999999999,5,4,5,545,Champions
12615,1,105,2290.75,5,4,5,545,Champions
17949,0,79,52750.84000000001,5,4,5,545,Champions
16143,2,118,2419.8399999999997,5,4,5,545,Champions
14062,9,111,10464.850000000002,5,4,5,545,Champions
14209,10,88,2067.13,5,4,5,545,Champions
14825,3,120,2220.8899999999994,5,4,5,545,Champions
12989,2,68,6854.509999999997,5,4,5,545,Champions
18241,9,105,2057.9700000000007,5,4,5,545,Champions
17188,10,89,2275.3400000000006,5,4,5,545,Champions
16168,10,99,3770.520000000002,5,4,5,545,Champions
17306,10,69,8600.730000000005,5,4,5,545,Champions
14235,9,80,3093.6199999999994,5,4,5,545,Champions
17491,0,110,3541.920000000001,5,4,5,545,Champions
13183,7,94,3957.780000000001,5,4,5,545,Champions
18230,8,89,2716.6,5,4,5,545,Champions
15251,8,121,10327.07000000001,5,4,5,545,Champions
16353,3,94,6675.549999999997,5,4,5,545,Champions
14005,9,84,2874.640000000001,5,4,5,545,Champions
15932,3,119,2461.650000000001,5,4,5,545,Champions
13199,3,120,9803.720000000003,5,4,5,545,Champions
16293,8,120,2236.6999999999903,5,4,5,545,Champions
16358,0,110,2024.1499999999994,5,4,5,545,Champions
12704,6,90,2220.7999999999997,5,4,5,545,Champions
16672,1,117,8093.59000000001,5,4,5,545,Champions
12429,8,97,3750.160000000001,5,4,5,545,Champions
14397,0,95,2556.6800000000003,5,4,5,545,Champions
17655,10,93,2571.3000000000025,5,4,5,545,Champions
13870,1,118,2750.970000000001,5,4,5,545,Champions
17768,7,98,2081.65999999999,5,4,5,545,Champions
18097,7,107,2657.2500000000014,5,4,5,545,Champions
14408,10,106,2598.8300000000004,5,4,5,545,Champions
13854,8,114,8024.619999999999,5,4,5,545,Champions
15113,9,98,3339.4300000000007,5,4,5,545,Champions
12747,1,103,4195.690000000001,5,4,5,545,Champions
14866,10,103,14197.45000000001,5,4,5,545,Champions
15187,1,93,4670.040000000001,5,4,5,545,Champions
18092,1,90,9065.600000000004,5,4,5,545,Champions
14292,7,108,4818.9299999999985,5,4,5,545,Champions
15694,0,79,6423.439999999999,5,4,5,545,Champions
16379,3,109,2131.54,5,4,5,545,Champions
13435,4,103,3794.329999999999,5,4,5,545,Champions
12782,4,107,2273.3200000000015,5,4,5,545,Champions
12684,7,105,2282.5899999999992,5,4,5,545,Champions
13630,4,80,1995.6399999999999,5,4,5,545,Champions
14543,3,105,2916.170000000001,5,4,5,545,Champions
14290,10,103,2307.3699999999994,5,4,5,545,Champions
17682,9,119,2459.29,5,4,5,545,Champions
13647,9,79,1640.1799999999998,5,4,4,544,Champions
15680,8,78,1333.2800000000002,5,4,4,544,Champions
16169,7,85,1822.9700000000005,5,4,4,544,Champions
17405,0,94,966.0199999999996,5,4,4,544,Champions
16817,2,95,1446.8700000000003,5,4,4,544,Champions
17412,2,66,1258.06,5,4,4,544,Champions
14893,9,73,1237.69,5,4,4,544,Champions
14140,3,67,919.8499999999998,5,4,4,544,Champions
14217,1,107,1925.36,5,4,4,544,Champions
14216,2,59,1839.2999999999997,5,4,4,544,Champions
16571,2,106,1285.0600000000006,5,4,4,544,Champions
15214,1,110,1661.1999999999903,5,4,4,544,Champions
16062,9,64,1152.4599999999998,5,4,4,544,Champions
14759,4,102,1625.97,5,4,4,544,Champions
17350,7,71,1251.2400000000007,5,4,4,544,Champions
16790,3,95,1520.0399999999995,5,4,4,544,Champions
16688,0,62,1260.5,5,4,4,544,Champions
14673,2,74,1736.3199999999995,5,4,4,544,Champions
15434,7,59,997.4800000000004,5,4,4,544,Champions
13590,10,89,1976.08,5,4,4,544,Champions
16101,8,83,1245.9599999999991,5,4,4,544,Champions
13159,8,121,1370.9700000000007,5,4,4,544,Champions
14102,4,63,1060.32999999998,5,4,4,544,Champions
14442,1,68,1544.5399999999995,5,4,4,544,Champions
15745,8,65,1071.15999999999,5,4,4,544,Champions
14441,0,59,1545.1400000000003,5,4,4,544,Champions
14389,8,62,999.9200000000002,5,4,4,544,Champions
13196,10,110,1796.98,5,4,4,544,Champions
15950,1,102,1684.3799999999987,5,4,4,544,Champions
14540,9,71,952.5799999999897,5,4,4,544,Champions
15237,1,99,1412.1600000000005,5,4,4,544,Champions
13882,2,66,1131.2800000000002,5,4,4,544,Champions
13309,6,107,1456.1899999999996,5,4,4,544,Champions
13310,8,77,1083.6300000000003,5,4,4,544,Champions
15563,8,117,1319.2100000000007,5,4,4,544,Champions
16949,3,61,1160.8300000000002,5,4,4,544,Champions
13429,10,67,1006.5600000000002,5,4,4,544,Champions
15898,0,85,1379.3899999999996,5,4,4,544,Champions
15814,2,74,1842.6900000000103,5,4,4,544,Champions
17090,3,62,1972.310000000001,5,4,4,544,Champions
16979,3,91,1809.0500000000006,5,4,4,544,Champions
13890,0,114,1860.8599999999992,5,4,4,544,Champions
16295,9,79,1328.3900000000003,5,4,4,544,Champions
16992,10,95,1601.8599999999997,5,4,4,544,Champions
15172,8,110,1624.01,5,4,4,544,Champions
17042,2,97,1036.0200000000004,5,4,4,544,Champions
13467,10,98,1071.7500000000002,5,4,4,544,Champions
