CustomerID,Recency,Frequency,Monetary,RFM_Score
12695.0,7,4,582.1,543
12697.0,21,5,939.02,444
12700.0,8,6,4867.99,545
12701.0,80,2,797.71,223
12702.0,20,1,219.0,411
12703.0,64,2,274.7,322
12704.0,7,10,2220.84,555
12705.0,15,14,6814.24,455
12707.0,292,1,603.42,113
12708.0,30,16,2616.32,455
12709.0,3,26,9294.1,555
12710.0,97,4,1130.57,244
12712.0,23,17,4241.63,455
12713.0,1,1,848.55,513
12714.0,9,5,4708.86,545
12715.0,106,1,353.86,212
12716.0,4,2,1053.49,524
12717.0,151,3,980.98,234
12718.0,71,1,238.25,211
12719.0,5,3,608.1,533
12720.0,3,29,5713.28,555
12721.0,32,7,2628.98,345
12722.0,85,6,904.33,243
12723.0,4,5,725.07,543
12724.0,5,4,1031.41,544
12725.0,371,1,427.8,112
12726.0,28,7,2609.1,445
12727.0,11,9,3947.7,555
12728.0,71,4,836.33,243
12729.0,114,1,453.01,212
12731.0,24,14,18793.41,455
12732.0,180,1,236.26000000000002,111
12733.0,234,1,383.95,112
12734.0,353,1,110.39999999999999,111
12735.0,315,2,779.5699999999999,123
12736.0,333,1,234.0,111
12738.0,372,1,155.35,111
12739.0,78,2,1013.04,224
12740.0,64,1,427.6,312
12743.0,134,2,546.43,223
12744.0,52,10,9120.39,355
12747.0,2,11,4196.01,555
12748.0,1,224,29072.1,555
12749.0,4,8,3868.2,555
12750.0,129,1,275.88,212
12752.0,81,1,4366.78,215
12753.0,4,11,21024.01,555
12754.0,236,5,2949.12,145
12755.0,250,4,2203.2,145
12756.0,87,1,112.07999999999998,211
12757.0,16,19,4227.7,455
12758.0,117,2,2791.59,225
12759.0,52,3,1531.44,334
12762.0,8,2,1898.52,524
12763.0,138,2,494.08,223
12764.0,317,1,1693.88,114
12766.0,4,7,6989.63,545
12769.0,239,1,1143.6,114
12770.0,211,1,1351.45,114
12772.0,60,1,892.47,313
12775.0,17,6,1351.24,444
12778.0,20,7,804.23,443
12779.0,21,12,3868.7,455
12781.0,21,5,707.72,443
12782.0,5,6,2273.32,545
12783.0,2,8,1603.87,554
12784.0,9,2,574.42,523
12785.0,3,2,305.71,522
12787.0,10,3,463.66,532
12789.0,65,1,91.85,311
12790.0,192,1,324.92,112
12791.0,374,1,192.60000000000002,111
12792.0,257,1,400.53999999999996,112
12793.0,335,2,545.48,123
12794.0,53,2,860.41,323
12795.0,19,1,430.48,412
12797.0,360,3,194.18,131
12798.0,10,3,6977.04,535
12802.0,184,2,412.58,122
12808.0,37,3,483.65000000000003,333
12809.0,168,2,484.36,223
12811.0,261,3,514.85,133
12812.0,45,1,229.64000000000001,311
12814.0,102,1,125.92,211
12815.0,148,2,1063.46,224
12816.0,96,2,572.2,223
12817.0,281,1,166.04,111
12818.0,178,2,1517.88,124
12820.0,3,4,942.34,544
12821.0,214,1,92.72,111
12822.0,71,3,918.98,233
12823.0,75,5,1759.5,244
12824.0,60,1,397.12,312
12826.0,3,8,1468.1200000000001,554
12827.0,6,3,430.15000000000003,532
12828.0,3,6,1018.71,544
12829.0,322,3,253.05,132
12830.0,38,7,6748.4,345
12831.0,262,1,215.05,111
12832.0,32,2,383.03,322
12833.0,145,1,417.38,212
12834.0,283,1,312.38,112
12836.0,59,4,2612.86,345
12837.0,173,1,134.1,211
12838.0,34,2,683.13,323
12839.0,3,16,5583.62,555
12840.0,144,6,2714.27,245
12841.0,5,26,3876.4,555
12842.0,70,2,1118.99,324
12843.0,66,9,1680.76,354
12844.0,29,2,325.96000000000004,422
12845.0,267,4,354.09,142
12847.0,22,1,871.54,413
12849.0,31,2,1050.8899999999999,424
12851.0,97,1,135.18,211
12852.0,290,2,299.75,122
12853.0,108,9,1881.7,254
12854.0,79,5,1289.15,244
12855.0,373,1,38.1,111
12856.0,8,8,2162.68,555
12857.0,211,2,1106.4,124
12863.0,52,2,504.2,323
12864.0,138,1,147.12,211
12865.0,26,3,1548.07,434
12866.0,283,1,559.12,113
12867.0,26,10,3986.22,455
12868.0,186,6,1607.0600000000002,144
12871.0,84,2,380.64,222
12872.0,327,2,599.97,123
12873.0,282,1,374.0,112
12875.0,143,2,343.2300000000001,222
12876.0,58,2,2218.02,325
12877.0,4,12,1535.77,554
12878.0,18,3,841.64,433
12879.0,45,4,552.5699999999999,343
12881.0,276,1,298.0,112
12882.0,9,2,1463.04,524
12883.0,25,4,703.47,443
12884.0,88,1,309.05,212
12885.0,63,4,1158.27,344
12886.0,68,3,1351.09,334
12888.0,214,4,313.77,142
12890.0,24,1,380.46999999999997,412
12891.0,186,3,331.0,132
12893.0,31,1,188.14,411
12895.0,42,3,347.3,332
12897.0,205,2,216.5,121
12901.0,9,36,16293.1,555
12902.0,265,1,138.68,111
12904.0,18,2,509.58,423
12906.0,12,5,2919.81,445
12908.0,59,4,246.0,342
12909.0,40,8,2128.83,355
12910.0,23,8,3075.04,455
12912.0,3,5,1662.3,544
12913.0,5,5,2483.63,545
12915.0,149,2,363.65,222
12916.0,139,5,2982.35,245
12917.0,128,1,594.0,213
12919.0,8,8,1301.44,554
12920.0,17,1,164.23,411
12921.0,4,50,16389.74,555
12922.0,161,1,405.38,212
12923.0,64,1,176.97,311
12924.0,88,5,929.95,244
12925.0,5,2,694.05,523
12928.0,35,5,2062.7000000000003,345
12929.0,122,2,105.1,221
12930.0,78,4,409.9,242
12931.0,22,20,33462.81,455
12933.0,24,4,606.28,443
12935.0,2,8,2156.45,555
12936.0,17,5,1012.9,444
12937.0,15,4,1504.27,444
12938.0,26,1,114.14,411
12939.0,64,8,11581.8,355
12940.0,46,4,876.29,343
12942.0,131,3,683.9,233
12944.0,36,2,604.51,323
12945.0,288,1,462.95,112
12947.0,144,11,1407.29,254
12948.0,16,8,2053.7,455
12949.0,31,10,4143.02,455
12950.0,2,3,1843.0,534
12951.0,9,8,1042.07,554
12952.0,6,5,1382.8400000000001,544
12953.0,10,1,329.85,512
12955.0,1,14,4734.26,555
12956.0,306,1,108.07,111
12957.0,4,12,3979.04,555
12962.0,7,2,266.39,522
12963.0,8,9,1841.03,554
12965.0,89,1,771.91,213
12966.0,10,1,160.18,511
12967.0,3,4,1194.75,544
12968.0,112,1,135.95,211
12970.0,7,4,452.24,542
12971.0,4,89,10930.26,555
12974.0,198,1,144.8,111
12976.0,212,1,738.6,113
12977.0,156,1,39.239999999999995,211
12980.0,156,12,7092.06,255
12981.0,30,2,372.21999999999997,422
12982.0,240,2,377.2,122
12984.0,19,1,97.5,411
12985.0,1,3,1215.6200000000001,534
12987.0,74,3,545.0,233
12988.0,292,1,535.32,113
12989.0,3,19,6854.51,555
12990.0,31,3,409.5,432
12991.0,23,2,503.76,423
12993.0,23,4,414.76,442
12994.0,4,5,902.22,543
12995.0,78,2,200.72,221
12997.0,22,7,1197.94,444
12999.0,196,3,455.88,132
13000.0,107,3,534.85,233
13001.0,4,15,9797.92,555
13002.0,318,1,120.94999999999999,111
13003.0,106,3,149.05,231
13004.0,12,22,5613.43,455
13005.0,174,3,468.95,232
13006.0,56,1,81.57,311
13008.0,323,2,178.46999999999997,121
13011.0,372,1,50.550000000000004,111
13012.0,9,11,1311.6200000000001,554
13013.0,1,15,4786.99,555
13014.0,3,16,3365.43,555
13015.0,53,5,3346.28,345
13016.0,73,3,789.89,233
13017.0,7,1,204.0,511
13018.0,16,29,7272.75,455
13021.0,4,12,2584.4,555
13023.0,64,2,689.9,323
13026.0,1,8,936.15,554
13027.0,114,6,6912.0,245
13028.0,23,3,659.68,433
13029.0,31,3,1247.5,434
13030.0,11,2,799.48,523
13032.0,39,3,996.52,334
13033.0,357,1,190.55,111
13034.0,55,2,642.77,323
13035.0,58,3,886.63,333
13037.0,138,3,881.07,233
13038.0,80,3,908.46,233
13040.0,9,2,676.99,523
13043.0,254,2,471.57,122
13044.0,291,1,560.47,113
13045.0,99,1,305.28000000000003,212
13046.0,31,2,629.31,423
13047.0,32,18,3079.1,355
13048.0,14,5,1805.91,444
13049.0,64,2,656.6800000000001,323
13050.0,9,28,5684.61,555
13052.0,212,1,348.15000000000003,112
13055.0,64,4,1201.96,344
13058.0,25,3,271.40000000000003,432
13059.0,250,1,183.4,111
13060.0,254,1,307.53,112
13061.0,72,1,248.61,212
13062.0,191,1,346.98,112
13064.0,13,4,1119.49,444
13065.0,373,1,205.86,111
13066.0,24,3,430.9,432
13067.0,82,1,115.46000000000001,211
13068.0,10,2,344.0,522
13069.0,1,27,3717.82,555
13070.0,192,1,228.8,111
13072.0,267,1,177.15,111
13075.0,130,1,919.61,214
13077.0,1,4,729.27,543
13078.0,1,43,12432.28,555
13079.0,4,5,220.10000000000002,541
13080.0,179,1,58.08,111
13081.0,1,21,27964.48,555
13082.0,126,10,3595.48,255
13083.0,4,2,303.75,522
13085.0,158,3,272.38,232
13089.0,3,118,57385.88,555
13090.0,9,18,8689.39,555
13091.0,21,2,319.82,422
13092.0,71,6,459.83,242
13093.0,267,13,7741.47,155
13094.0,21,16,1708.8600000000001,454
13095.0,71,1,74.39999999999999,211
13097.0,33,14,5893.32,355
13098.0,1,41,28658.88,555
13099.0,99,1,207.35999999999999,211
13101.0,234,1,101.19,111
13102.0,1,27,6336.29,555
13103.0,40,1,243.94,311
13104.0,3,6,1098.48,544
13106.0,129,2,59.5,221
13107.0,44,5,1524.07,344
13108.0,373,1,350.06,112
13109.0,3,5,766.84,543
13110.0,31,8,1452.8700000000001,454
13113.0,1,40,10510.0,555
13115.0,9,14,2205.63,555
13116.0,117,2,485.19,223
13117.0,22,8,984.91,454
13118.0,20,7,1125.0,444
13120.0,239,1,30.599999999999998,111
13121.0,269,2,254.73,122
13122.0,94,2,922.39,224
13124.0,90,3,3866.33,235
13126.0,5,10,2056.29,555
13127.0,78,1,259.17,212
13130.0,94,1,64.0,211
13131.0,23,4,1039.3,444
13132.0,262,1,77.3,111
13133.0,274,2,109.8,121
13134.0,73,7,1740.63,244
13135.0,197,1,3096.0,115
13136.0,50,11,2545.38,355
13137.0,11,9,3605.08,555
13138.0,22,6,962.39,444
13139.0,16,8,5055.79,455
13140.0,108,3,423.72,232
13141.0,85,6,2385.8,245
13142.0,19,1,307.09,412
13144.0,333,1,110.95,111
13145.0,40,5,614.77,343
13146.0,26,1,228.91,411
13147.0,10,4,712.8000000000001,543
13148.0,29,17,3348.48,455
13149.0,14,4,1676.06,444
13151.0,203,2,1250.3700000000001,124
13153.0,6,1,486.22,513
13155.0,33,4,971.76,344
13157.0,49,5,1721.57,344
13158.0,95,4,1201.06,244
13159.0,9,5,1379.75,544
13160.0,22,1,91.8,411
13161.0,313,1,112.75,111
13162.0,122,5,1644.99,244
13165.0,46,2,1021.48,324
13166.0,282,2,414.7,122
13167.0,19,4,791.33,443
13168.0,36,5,1310.14,344
13169.0,64,2,712.88,323
13170.0,27,1,116.00999999999999,411
13171.0,8,5,426.81,542
13173.0,4,2,353.65,522
13174.0,16,3,2817.03,435
13176.0,46,1,492.84,313
13177.0,65,1,282.45,312
13178.0,26,11,5725.47,455
13182.0,45,1,121.18,311
13183.0,8,9,3957.78,555
13184.0,15,12,1648.79,454
13185.0,268,1,71.4,111
13186.0,40,5,1539.69,344
13187.0,337,1,236.02,111
13188.0,11,1,114.60000000000001,511
13189.0,19,2,260.68,422
13192.0,95,2,911.94,223
13193.0,61,1,117.88,311
13194.0,136,1,60.7,211
13196.0,11,4,1797.78,544
13198.0,10,8,3384.09,555
13199.0,4,39,9803.96,555
13200.0,19,4,870.09,443
13203.0,10,4,869.46,543
13207.0,15,2,250.26000000000002,422
13208.0,59,7,1205.9,344
13209.0,30,11,5820.16,455
13210.0,94,1,353.48,212
13211.0,10,3,1197.42,534
13212.0,9,4,780.58,543
13213.0,57,6,1518.43,344
13216.0,268,1,333.74,112
13217.0,122,5,133.62,241
13218.0,127,1,62.63999999999999,211
13220.0,78,4,819.2900000000001,243
13221.0,240,2,847.41,123
13223.0,200,2,163.20000000000002,121
13224.0,60,3,2150.85,335
13225.0,3,8,6083.04,555
13226.0,273,1,108.21000000000001,111
13227.0,202,1,257.7,112
13228.0,81,1,358.0,212
13229.0,226,1,160.95,111
13230.0,4,15,2763.41,555
13232.0,13,7,1357.6,444
13233.0,74,2,605.12,223
13235.0,212,2,101.17000000000007,121
13236.0,25,3,727.27,433
13238.0,11,5,680.83,543
13239.0,262,1,329.56,112
13240.0,96,4,663.65,243
13242.0,112,3,270.40000000000003,232
13243.0,203,1,600.07,113
13244.0,93,1,121.74000000000001,211
13245.0,51,1,430.5,312
13246.0,18,7,1922.1,444
13247.0,18,4,501.12,443
13248.0,125,2,465.68,222
13249.0,92,3,711.41,233
13253.0,157,2,1030.4,224
13255.0,4,3,390.66,532
13258.0,12,3,698.58,433
13259.0,62,1,292.32,312
13260.0,61,1,557.62,313
13261.0,269,2,944.1,124
13262.0,263,1,200.29,111
13263.0,1,35,7454.07,555
13265.0,53,5,2107.66,345
13266.0,11,19,3717.67,555
13267.0,3,27,4404.44,555
13268.0,18,15,3167.64,455
13269.0,1,17,5315.92,555
13270.0,366,1,590.0,113
13271.0,37,2,178.26,321
13272.0,31,2,276.56,422
13273.0,113,1,138.98,211
13276.0,64,2,590.9300000000001,323
13277.0,16,4,258.4,442
13278.0,41,1,542.73,313
13279.0,64,2,126.30000000000001,321
13280.0,122,3,814.86,233
13282.0,18,6,1047.8400000000001,444
13283.0,60,2,93.66,321
13284.0,323,2,196.15,121
13285.0,23,4,2709.12,445
13291.0,156,1,361.11,212
13292.0,39,2,578.9399999999999,323
13294.0,190,2,873.74,123
13295.0,360,2,197.95000000000002,121
13296.0,137,1,87.4,211
13297.0,8,4,2089.85,545
13298.0,1,1,360.0,512
13299.0,268,1,142.5,111
13300.0,165,2,365.29,222
13301.0,104,4,618.09,243
13302.0,155,1,63.75,211
13304.0,351,1,300.42,112
13305.0,4,10,2000.86,554
13307.0,120,1,15.0,211
13308.0,23,4,1367.6100000000001,444
13309.0,7,5,1456.79,544
13310.0,9,6,1083.63,544
13311.0,4,2,598.57,523
13313.0,22,5,1555.32,444
13314.0,2,4,578.66,543
13316.0,37,5,5815.49,345
13317.0,64,9,2140.07,355
13318.0,1,3,640.76,533
13319.0,5,36,10664.34,555
13320.0,70,6,1491.7,344
13321.0,72,2,567.36,223
13322.0,17,1,199.48000000000002,411
13323.0,3,5,787.85,543
13324.0,32,12,7072.8,355
13325.0,82,1,675.3,213
13327.0,39,9,3617.57,355
13328.0,316,1,1308.48,114
13329.0,32,4,740.4,343
13330.0,93,3,1140.93,234
13332.0,14,1,350.9,412
13334.0,82,3,3536.82,235
13336.0,77,1,795.12,213
13338.0,154,3,431.82,232
13339.0,201,1,860.12,113
13340.0,45,7,10736.48,345
13341.0,261,1,775.85,113
13343.0,173,2,303.93,222
13344.0,68,3,2543.72,335
13345.0,277,2,377.6,122
13347.0,70,1,341.36,312
13348.0,64,1,233.76,311
13349.0,11,1,247.32,512
13350.0,16,3,910.72,433
13351.0,66,1,373.94,312
13352.0,8,2,389.28,522
13354.0,71,1,743.53,213
13355.0,122,1,674.7,213
13356.0,80,1,768.24,213
13357.0,257,1,609.95,113
13358.0,269,1,439.03,112
13359.0,59,2,431.26,322
13362.0,3,5,3085.4900000000002,545
13363.0,18,2,992.5,424
13365.0,9,3,2191.22,535
13366.0,50,1,56.160000000000004,311
13368.0,257,2,623.4,123
13369.0,354,2,263.75,122
13370.0,366,2,721.32,123
13372.0,90,1,378.64,212
13373.0,61,3,3312.25,335
13375.0,81,2,772.9,223
13376.0,99,3,1019.76,234
13379.0,26,3,572.56,433
13381.0,21,7,3626.81,445
13382.0,281,1,222.99,111
13384.0,31,9,4122.28,455
13385.0,330,1,534.57,113
13388.0,121,3,627.15,233
13389.0,11,3,797.96,533
13390.0,75,1,544.08,213
13391.0,204,1,59.8,111
13394.0,2,10,2312.8,555
13395.0,185,1,307.72,112
13396.0,22,4,1325.29,444
13397.0,73,6,1539.18,244
13398.0,192,1,457.34,112
13402.0,127,2,621.23,223
13403.0,18,1,75.0,411
13404.0,1,2,252.49,522
13405.0,74,3,572.451,233
13408.0,2,81,27487.41,555
13410.0,9,7,988.91,544
13411.0,107,1,213.55,211
13414.0,134,3,1390.5,234
13416.0,44,2,712.5,323
13417.0,5,2,640.83,523
13418.0,12,23,5845.44,455
13419.0,64,1,221.06,311
13420.0,135,4,140.35,241
13421.0,40,3,1848.98,334
13422.0,51,2,2601.55,325
13425.0,108,3,1624.21,234
13426.0,1,12,3550.7000000000003,555
13427.0,19,3,582.6,433
13428.0,10,1,218.47,511
13429.0,11,4,1006.8,544
13430.0,19,4,648.6899999999999,443
13431.0,67,2,1269.1,324
13434.0,74,2,534.24,223
13435.0,5,9,3794.4900000000002,555
13436.0,2,1,196.89,511
13437.0,14,7,3408.06,445
13439.0,255,1,283.71,112
13441.0,92,1,296.64,212
13447.0,23,4,1104.23,444
13448.0,17,10,3465.67,455
13449.0,24,1,291.88,412
13450.0,27,6,2043.7199999999998,445
13451.0,26,6,2916.45,445
13452.0,259,2,590.0,123
13453.0,166,2,356.97999999999996,222
13455.0,25,4,1007.35,444
13456.0,18,7,1737.8200000000002,444
13458.0,7,22,9537.92,555
13460.0,29,2,183.44,421
13461.0,39,3,1445.0,334
13462.0,183,2,143.25,121
13464.0,58,1,674.68,313
13466.0,100,2,297.95,222
13467.0,11,2,1083.71,524
13468.0,2,41,5656.75,555
13470.0,99,2,165.0,221
13471.0,1,4,2531.58,545
13473.0,61,3,417.54,332
13474.0,236,1,229.59,111
13475.0,191,4,1431.78,144
13476.0,179,4,1092.77,144
13477.0,38,8,1441.53,354
13479.0,198,3,291.0,132
13481.0,46,8,1776.81,354
13482.0,232,1,184.64,111
13483.0,66,1,140.34,311
13484.0,241,1,313.8,112
13485.0,233,1,454.24,112
13486.0,78,3,1122.41,234
13487.0,58,3,575.4,333
13488.0,17,17,8910.61,455
13489.0,105,4,449.52,242
13491.0,52,10,1215.82,354
13492.0,136,3,1269.84,234
13493.0,275,2,618.63,123
13494.0,312,1,316.26000000000005,112
13495.0,8,6,1990.1200000000001,544
13496.0,11,3,617.93,533
13497.0,283,3,321.05,132
13499.0,18,7,1146.96,454
13500.0,23,4,1136.77,444
13501.0,243,2,1310.47,124
13502.0,17,3,292.0,432
13503.0,71,1,216.85,211
13504.0,64,1,295.93,312
13505.0,68,8,4282.88,355
13506.0,312,3,452.82,132
13507.0,3,4,2479.16,545
13508.0,244,1,110.97,111
13509.0,9,7,979.72,554
13510.0,1,5,1785.16,544
13512.0,261,1,251.21,112
13513.0,127,1,205.1,211
13514.0,74,1,152.20000000000002,211
13515.0,73,4,891.12,243
13516.0,21,3,1389.41,434
13517.0,60,5,2109.07,345
